District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
CANNINGTON DISTRICT,Assault (Family),2007-04-01,2007,April,17,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.007783490758249355
CANNINGTON DISTRICT,Assault (Family),2007-04-01,2007,April,33,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.01510912911895463
FREMANTLE DISTRICT,Assault (Family),2007-04-01,2007,April,13,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.004641216141435707
FREMANTLE DISTRICT,Assault (Family),2007-04-01,2007,April,37,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.01320961517177855
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-04-01,2007,April,14,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.026573028376198158
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-04-01,2007,April,21,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.03985954256429724
GREAT SOUTHERN DISTRICT,Assault (Family),2007-04-01,2007,April,3,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.0036001440057602304
GREAT SOUTHERN DISTRICT,Assault (Family),2007-04-01,2007,April,16,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.01920076803072123
JOONDALUP DISTRICT,Assault (Family),2007-04-01,2007,April,9,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0024382711032363987
JOONDALUP DISTRICT,Assault (Family),2007-04-01,2007,April,44,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.011920436504711283
KIMBERLEY DISTRICT,Assault (Family),2007-04-01,2007,April,35,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.09973783198449789
KIMBERLEY DISTRICT,Assault (Family),2007-04-01,2007,April,35,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.09973783198449789
MANDURAH DISTRICT,Assault (Family),2007-04-01,2007,April,14,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.004828934978390516
MANDURAH DISTRICT,Assault (Family),2007-04-01,2007,April,45,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.01552157671625523
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-04-01,2007,April,8,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.01316634025114794
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-04-01,2007,April,20,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.03291585062786985
MIDLAND DISTRICT,Assault (Family),2007-04-01,2007,April,11,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.004384181871806522
MIDLAND DISTRICT,Assault (Family),2007-04-01,2007,April,39,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.01554391754549585
MIRRABOOKA DISTRICT,Assault (Family),2007-04-01,2007,April,19,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.006426474368514334
MIRRABOOKA DISTRICT,Assault (Family),2007-04-01,2007,April,38,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.012852948737028668
PERTH DISTRICT,Assault (Family),2007-04-01,2007,April,8,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0057522092078488895
PERTH DISTRICT,Assault (Family),2007-04-01,2007,April,15,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.010785392264716668
PILBARA DISTRICT,Assault (Family),2007-04-01,2007,April,20,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.03628512854006785
PILBARA DISTRICT,Assault (Family),2007-04-01,2007,April,22,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.039913641394074634
SOUTH WEST DISTRICT,Assault (Family),2007-04-01,2007,April,5,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0026490908320264484
SOUTH WEST DISTRICT,Assault (Family),2007-04-01,2007,April,19,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.010066545161700503
WHEATBELT DISTRICT,Assault (Family),2007-04-01,2007,April,6,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.010726352861254626
WHEATBELT DISTRICT,Assault (Family),2007-04-01,2007,April,10,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.01787725476875771
ARMADALE DISTRICT,Assault (Family),2007-05-01,2007,May,18,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0072513102714809995
ARMADALE DISTRICT,Assault (Family),2007-05-01,2007,May,22,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.008862712554032332
CANNINGTON DISTRICT,Assault (Family),2007-05-01,2007,May,8,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0036628191803526377
CANNINGTON DISTRICT,Assault (Family),2007-05-01,2007,May,39,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.017856243504219108
FREMANTLE DISTRICT,Assault (Family),2007-05-01,2007,May,16,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0057122660202285624
FREMANTLE DISTRICT,Assault (Family),2007-05-01,2007,May,33,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.01178154866672141
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-05-01,2007,May,17,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.03226724874252634
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-05-01,2007,May,22,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.041757616019739964
GREAT SOUTHERN DISTRICT,Assault (Family),2007-05-01,2007,May,4,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.004800192007680308
GREAT SOUTHERN DISTRICT,Assault (Family),2007-05-01,2007,May,23,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.02760110404416177
JOONDALUP DISTRICT,Assault (Family),2007-05-01,2007,May,8,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0021673520917656875
