District,Crime,Period,Year,Month,Count,State,Region,Population,Count_Per_100
MID WEST-GASCOYNE DISTRICT,Stealing,2007-01-01,2007,January,207,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.34067905399845294
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,4,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0015942479533841898
MIDLAND DISTRICT,Stealing,2007-01-01,2007,January,535,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.2132306637651354
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-01-01,2007,January,828,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.2800589882699931
PERTH DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-01-01,2007,January,11,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.007909287660792224
PERTH DISTRICT,Stealing,2007-01-01,2007,January,789,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.5673116331240967
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,4,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.00725702570801357
PILBARA DISTRICT,Stealing,2007-01-01,2007,January,146,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.2648814383424953
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,2,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0010596363328105793
SOUTH WEST DISTRICT,Stealing,2007-01-01,2007,January,399,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.2113974483957106
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,1,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0017877254768757709
WHEATBELT DISTRICT,Stealing,2007-01-01,2007,January,81,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.14480576362693745
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,5,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0020142528531891667
ARMADALE DISTRICT,Stealing,2007-02-01,2007,February,563,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.22680487126910015
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
