District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,34,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.09688817964208365
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,58,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.020005587767617853
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,11,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.018103717845328417
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,49,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.019529537428956325
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,52,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.017588245640144495
PERTH DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,25,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.01797565377452778
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,22,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.039913641394074634
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,19,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.010066545161700503
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-07-01,2010,July,13,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.02324043119938502
ARMADALE DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,57,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0229624825263565
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,59,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.027013291455100702
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,56,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.01999293107079997
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,12,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.022776881465312707
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,9,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.010800432017280691
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,49,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.013275031562064837
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,17,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.04844408982104183
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,48,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.01655634849733891
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,8,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.01316634025114794
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,48,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.01913097544061028
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,44,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.01488236169550688
PERTH DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,26,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.01869467992550889
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,31,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.05624194923710517
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,26,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.013775272326537531
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-08-01,2010,August,11,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.01966498024563348
ARMADALE DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,54,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.021753930814443
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,68,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.03113396303299742
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,59,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.021063980949592824
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,11,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.020878808009869982
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,6,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.007200288011520461
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,46,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.012462274527652703
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,12,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.034195828108970705
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,51,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.017591120278422592
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,18,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.029624265565082866
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,56,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.022319471347378658
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,51,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.017250010147064794
PERTH DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,26,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.01869467992550889
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,33,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.05987046209111195
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,23,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.012185817827321662
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-09-01,2010,September,8,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.014301803815006167
ARMADALE DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,39,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.015711172254875498
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,76,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.03479678221335006
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,56,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.01999293107079997
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,12,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.022776881465312707
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,8,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.009600384015360616
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,44,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.011920436504711283
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,29,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.08263991793001253
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,68,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.02345482703789679
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,32,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.05266536100459176
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,43,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.017138165498880042
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,65,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.02198530705018062
PERTH DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,25,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.01797565377452778
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,62,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.11248389847421034
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,21,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.011126181494511084
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-10-01,2010,October,4,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.007150901907503083
ARMADALE DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,56,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.022559631955718664
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,79,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0361703394059823
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,41,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.014637681676835691
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,11,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.020878808009869982
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,8,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.009600384015360616
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,38,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.010294922435887015
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,26,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.07409096090276986
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,48,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.01655634849733891
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,21,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.03456164315926334
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,62,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.024710843277454944
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,64,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.021647071557100914
PERTH DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,33,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.02372786298237667
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,48,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.08708430849616283
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,28,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.014834908659348112
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-11-01,2010,November,1,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0017877254768757709
ARMADALE DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,50,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.020142528531891666
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,78,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.035712487008438216
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,46,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.016422764808157117
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,10,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.018980734554427257
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,15,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.018000720028801154
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,67,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.018151573768537634
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,35,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.09973783198449789
MANDURAH DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,50,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0172461963513947
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,24,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.03949902075344382
MIDLAND DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,86,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.034276330997760084
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,58,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.019617658598622707
PERTH DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,23,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.01653760147256556
PILBARA DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,46,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.08345579564215605
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,18,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.009536726995295215
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2010-12-01,2010,December,11,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.01966498024563348
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,81,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0326308962216645
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,45,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.020603357889483587
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,80,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.028561330101142812
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,24,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.045553762930625415
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,10,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.012000480019200769
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,94,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.02546638707824683
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,57,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.16243018351761085
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,61,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.021040359548701534
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,28,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.04608219087901779
MIDLAND DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,64,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.025507967254147036
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,80,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.027058839446376146
PERTH DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,32,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.023008836831395558
PILBARA DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,29,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.05261343638309838
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,40,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.021192726656211587
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2011-01-01,2011,January,13,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.02324043119938502
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,68,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.027393838803372667
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,69,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0315918154305415
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,57,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.020349947697064254
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,25,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.04745183638606814
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,9,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.010800432017280691
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,68,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.018422492780008345
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,20,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.056993046848284504
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,53,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.01828096813247838
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,35,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.05760273859877224
MIDLAND DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,47,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.01873241345226423
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,61,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.02063236507786181
PERTH DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,31,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.022289810680414447
PILBARA DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,44,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.07982728278814927
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,29,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.015364726825753402
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2011-02-01,2011,February,8,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.014301803815006167
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,64,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.025782436520821333
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,89,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0407488633814231
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,94,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.033559562868842804
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,37,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.07022871785138085
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,11,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.013200528021120846
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,72,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.01950616882589119
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,24,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.06839165621794141
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,67,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0231099031108689
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,22,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.03620743569065683
MIDLAND DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,49,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.019529537428956325
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,81,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.027397074939455847
PERTH DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,43,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.030918124492187782
PILBARA DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,49,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.08889856492316624
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,18,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.009536726995295215
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2011-03-01,2011,March,7,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.012514078338130397
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,46,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.01853112624934033
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,75,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.034338929815805976
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,77,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.027490280222349957
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,20,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.03796146910885451
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,9,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.010800432017280691
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,58,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.015713302665301236
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,28,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.0797902655875983
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,67,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0231099031108689
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,16,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.02633268050229588
MIDLAND DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,64,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.025507967254147036
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,80,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.027058839446376146
PERTH DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,32,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.023008836831395558
PILBARA DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,31,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.05624194923710517
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,15,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.007947272496079346
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2011-04-01,2011,April,12,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.021452705722509253
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,77,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.031019493939113164
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,96,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.043953830164231655
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,77,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.027490280222349957
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,12,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.022776881465312707
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,10,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.012000480019200769
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,57,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.015442383653830525
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,14,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.03989513279379915
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,50,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0172461963513947
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,25,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.041144813284837316
MIDLAND DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,51,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.02032666140564842
MIRRABOOKA DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,90,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.030441194377173162
PERTH DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,45,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.03235617679415
PILBARA DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,19,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.03447087211306446
SOUTH WEST DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,29,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.015364726825753402
WHEATBELT DISTRICT,Stealing of Motor Vehicle,2011-05-01,2011,May,2,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0035754509537515417
ARMADALE DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,74,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.029810942227199665
CANNINGTON DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,63,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.028844701045277022
FREMANTLE DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,76,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.02713326359608567
GOLDFIELDS-ESPERANCE DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,17,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.03226724874252634
GREAT SOUTHERN DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,10,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.012000480019200769
JOONDALUP DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,56,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.015171464642359814
KIMBERLEY DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,23,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.06554200387552718
MANDURAH DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,56,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.019315739913562065
MID WEST-GASCOYNE DISTRICT,Stealing of Motor Vehicle,2011-06-01,2011,June,15,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.024686887970902387
