District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
FREMANTLE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,6,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.002142099757585711
FREMANTLE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0
FREMANTLE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,77,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.027490280222349957
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,33,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.06263642402960995
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.0
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.0
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,20,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.024000960038401537
JOONDALUP DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.00027091901147071094
JOONDALUP DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0
JOONDALUP DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,54,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.014629626619418391
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.0
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.0
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,12,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.034195828108970705
MANDURAH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.000344923927027894
MANDURAH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0
MANDURAH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,16,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.005518782832446304
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,3,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.004937377594180477
MIDLAND DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.00039856198834604744
MIDLAND DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.0
MIDLAND DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,55,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.02192090935903261
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0003382354930797018
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,114,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.038558846211086004
PERTH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,3,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0021570784529433337
PERTH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0
PERTH DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,88,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.06327430128633779
PILBARA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,2,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.003628512854006785
PILBARA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0
PILBARA DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,15,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.02721384640505089
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,37,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.01960327215699572
WHEATBELT DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0
WHEATBELT DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0
WHEATBELT DISTRICT,Fraud & Related Offences,2007-03-01,2007,March,3,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.005363176430627313
ARMADALE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0
ARMADALE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0
ARMADALE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,7,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.002819953994464833
CANNINGTON DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0004578523975440797
CANNINGTON DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0
CANNINGTON DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,24,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.010988457541057914
FREMANTLE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.00035701662626428515
FREMANTLE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0
FREMANTLE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,76,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.02713326359608567
