District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
PILBARA DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,2,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.003628512854006785
PILBARA DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,1,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0018142564270033925
SOUTH WEST DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,26,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.013775272326537531
SOUTH WEST DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,30,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.015894544992158692
SOUTH WEST DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,2,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0010596363328105793
WHEATBELT DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,1,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0017877254768757709
WHEATBELT DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,11,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.01966498024563348
WHEATBELT DISTRICT,Breach of Violence Restraint Order,2007-03-01,2007,March,3,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.005363176430627313
ARMADALE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,37,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.014905471113599833
ARMADALE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,10,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.004028505706378333
ARMADALE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,3,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0012085517119135
CANNINGTON DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,26,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.011904162336146072
CANNINGTON DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,4,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0018314095901763188
CANNINGTON DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,7,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.003204966782808558
FREMANTLE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,26,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.009282432282871414
FREMANTLE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,3,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0010710498787928555
FREMANTLE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,2,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0007140332525285703
GOLDFIELDS-ESPERANCE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,11,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.020878808009869982
GOLDFIELDS-ESPERANCE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,3,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.005694220366328177
GOLDFIELDS-ESPERANCE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GREAT SOUTHERN DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,5,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.006000240009600384
GREAT SOUTHERN DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,6,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.007200288011520461
GREAT SOUTHERN DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.001200048001920077
JOONDALUP DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,30,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.00812757034412133
JOONDALUP DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,11,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0029801091261778207
JOONDALUP DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,3,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0008127570344121329
KIMBERLEY DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,12,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.034195828108970705
KIMBERLEY DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,6,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.017097914054485353
KIMBERLEY DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,8,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.022797218739313802
MANDURAH DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,25,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.00862309817569735
MANDURAH DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,2,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.000689847854055788
MANDURAH DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,7,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.002414467489195258
MID WEST-GASCOYNE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,9,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.014812132782541433
MID WEST-GASCOYNE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,3,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.004937377594180477
MID WEST-GASCOYNE DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0016457925313934924
MIDLAND DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,44,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.017536727487226088
MIDLAND DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,6,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.002391371930076285
MIDLAND DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,2,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.0007971239766920949
MIRRABOOKA DISTRICT,Breach of Violence Restraint Order,2007-04-01,2007,April,74,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.025029426487897934
